"Mapt_RP_071204_01_D02"
20.8919
23.6065
19.0684
13.9333
17.742
20.3617
25.0805
22.9609
23.0458
15.6779
16.3236
17.2582
10.0056
18.2969
16.9851
17.8513
16.9594
23.0583
23.8546
24.9137
16.4747
21.1364
23.0824
19.033
16.494
14.1722
22.4502
18.2393
7.7401
16.8005
16.8937
12.9496
20.3868
18.8878
19.5865
12.1095
17.3751
8.89639
20.0235
9.2014
19.9716
21.7657
12.8363
17.1507
22.37
21.9325
22.9793
17.9197
17.6882
19.6329
10.2999
9.74
11.6621
17.5357
11.2763
9.10914
12.9761
25.2753
17.4279
18.3125
16.301
13.5157
18.2963
21.9276
9.6302
10.8225
22.7231
15.2074
16.1367
11.8752
17.8097
18.5182
16.3209
15.7139
18.0619
14.9181
18.1612
13.3685
11.5421
16.9864
14.1452
21.1506
17.181
17.6546
18.4487
14.1786
17.3106
20.5635
18.9343
19.7573
17.6944
12.9564
17.9831
14.6553
21.9999
23.9334
22.7138
22.2991
18.6984
16.0111
18.3977
17.0947
19.3696
18.9654
12.6238
21.5579
10.2489
19.1516
18.1841
22.3086
21.3881
25.2353
22.3408
10.2873
26.3068
13.7948
19.8859
16.3252
15.6458
19.2974
15.7486
24.6581
20.2489
8.55666
16.5371
10.9224
14.1982
20.5029
23.3783
23.0809
18.6265
14.0352
19.3699
16.4993
21.4334
17.1307
16.383
8.56997
13.819
13.295
16.6752
12.0503
21.2786
21.3328
20.1305
21.3982
17.552
19.9602
10.251
13.3414
20.8207
20.121
14.4003
15.9337
15.4486
19.4408
18.4226
21.6423
13.846
16.419
17.7002
16.1233
10.3264
16.468
11.0981
16.016
19.0703
13.9126
11.9103
17.9538
20.7931
21.4617
14.3392
19.3353
15.0495
13.4566
20.7417
21.9806
23.3814
22.1179
19.5679
21.5441
22.3442
15.7976
18.0326
19.0891
18.0667
18.214
13.546
23.8358
25.2389
15.6275
11.2705
18.1812
12.734
14.0087
14.2503
6.76308
14.8852
23.9209
20.4605
19.374
21.3095
19.3553
24.6588
20.1586
15.3773
23.7268
13.2735
13.5516
17.338
18.8508
15.5652
20.8919
23.6065
19.0684
13.9333
17.742
20.3617
25.0805
22.9609
23.0458
15.6779
16.3236
17.2582
10.0056
18.2969
16.9851
17.8513
16.9594
23.0583
23.8546
24.9137
16.4747
21.1364
23.0824
19.033
16.494
14.1722
22.4502
18.2393
7.7401
16.8005
16.8937
12.9496
20.3868
18.8878
19.5865
12.1095
17.3751
8.89639
20.0235
9.2014
19.9716
21.7657
12.8363
17.1507
22.37
21.9325
22.9793
17.9197
17.6882
19.6329
10.2999
9.74
11.6621
17.5357
11.2763
9.10914
12.9761
25.2753
17.4279
18.3125
16.301
13.5157
18.2963
21.9276
9.6302
10.8225
22.7231
15.2074
16.1367
11.8752
17.8097
18.5182
16.3209
15.7139
18.0619
14.9181
18.1612
13.3685
11.5421
16.9864
14.1452
21.1506
17.181
17.6546
18.4487
14.1786
17.3106
20.5635
18.9343
19.7573
17.6944
12.9564
17.9831
14.6553
21.9999
23.9334
22.7138
22.2991
18.6984
16.0111
18.3977
17.0947
19.3696
18.9654
12.6238
21.5579
10.2489
19.1516
18.1841
22.3086
21.3881
25.2353
22.3408
10.2873
26.3068
13.7948
19.8859
16.3252
15.6458
19.2974
15.7486
24.6581
20.2489
8.55666
16.5371
10.9224
14.1982
20.5029
23.3783
23.0809
18.6265
14.0352
19.3699
16.4993
21.4334
17.1307
16.383
8.56997
13.819
13.295
16.6752
12.0503
21.2786
21.3328
20.1305
21.3982
17.552
19.9602
10.251
13.3414
20.8207
20.121
14.4003
15.9337
15.4486
19.4408
18.4226
21.6423
13.846
16.419
17.7002
16.1233
10.3264
16.468
11.0981
16.016
19.0703
13.9126
11.9103
17.9538
20.7931
21.4617
14.3392
19.3353
15.0495
13.4566
20.7417
21.9806
23.3814
22.1179
19.5679
21.5441
22.3442
15.7976
18.0326
19.0891
18.0667
18.214
13.546
23.8358
25.2389
15.6275
11.2705
18.1812
12.734
14.0087
14.2503
6.76308
14.8852
23.9209
20.4605
19.374
21.3095
19.3553
24.6588
20.1586
15.3773
23.7268
13.2735
13.5516
17.338
18.8508
15.5652
